title		rating	imdb_rating	metacritic		production		imdb_votes			release_date	runtime	genre			Budget	Box Office Gross
Jaws: The Revenge		PG-13	2.9	15		Universal Pictures		"33,230"			17-Jul-87	89 min	"Adventure, Horror, Thriller"			23000000	20763013
No Way Out		R	7.1	77		HBO Video		"28,454"			14-Aug-87	114 min	"Action, Crime, Drama"			15000000	35509515
North Shore		PG	6.5	N/A		MCA Universal Home Video		"1,892"			14-Aug-87	96 min	"Action, Drama, Romance"			3832228	0
Prince of Darkness		R	6.7	50		MCA Universal Home Video		"27,750"			23-Oct-87	102 min	Horror			3000000	14182492
The Secret of My Succe$s		PG-13	6.5	36		MCA Universal Home Video		"24,603"			10-Apr-87	111 min	"Comedy, Romance"			12000000	66995879
Three O'Clock High		PG-13	7.2	N/A		Universal Pictures		"8,923"			9-Oct-87	101 min	Comedy			6000000	3685862
Biloxi Blues		PG-13	6.6	N/A		MCA Universal Home Video		"12,558"			25-Mar-88	106 min	"Comedy, Drama"			20000000	43184798
Bull Durham		R	7.1	73		Orion Pictures		"39,152"			15-Jun-88	108 min	"Comedy, Romance, Sport"			7000000	50888729
The Great Outdoors		PG	6.6	N/A		Universal Pictures		"31,112"			17-Jun-88	91 min	Comedy			24000000	41455230
The Land Before Time		G	7.3	66		MCA Universal Home Video		"66,135"			18-Nov-88	69 min	"Animation, Adventure, Drama"			12500000	48092846
The Last Temptation of Christ		R	7.6	80		Universal Pictures		"42,520"			9-Sep-88	164 min	Drama			7000000	7630564
Midnight Run		R	7.6	78		MCA Universal Home Video		"57,942"			20-Jul-88	126 min	"Action, Comedy, Crime"			30000000	38413606
Moon Over Parador		PG-13	5.9	N/A		MCA Universal Home Video		"4,760"			9-Sep-88	103 min	"Comedy, Romance"			20000000	11444204
Mystic Pizza		R	6.2	60		MGM Home Entertainment		"19,968"			21-Oct-88	104 min	"Comedy, Drama, Romance"			6000000	12793213
School Daze		R	5.8	49		Sony Pictures Home Entertainment		"5,009"			12-Feb-88	121 min	"Comedy, Drama, Musical"			6500000	14545844
The Serpent and the Rainbow		R	6.5	N/A		N/A		"18,374"			5-Feb-88	98 min	"Fantasy, Horror"			7000000	19595031
Stormy Monday		R	6.3	N/A		British Screen Productions		"2,936"			1-May-88	93 min	"Crime, Drama, Music"			1791328	0
They Live		R	7.3	52		MCA/Universal Pictures		"82,342"			4-Nov-88	94 min	"Action, Horror, Sci-Fi"			4000000	13008928
The 'Burbs		PG	6.9	44		MCA Universal Home Video		"55,325"			17-Feb-89	101 min	"Comedy, Mystery, Thriller"			36602000	0
Always		PG	6.4	50		MCA Universal Home Video		"23,710"			22-Dec-89	122 min	"Fantasy, Romance"			31000000	43858790
Back to the Future Part II		PG	7.8	57		Universal Pictures		"375,137"			22-Nov-89	108 min	"Adventure, Comedy, Sci-Fi"			40000000	118500000
Born on the Fourth of July		R	7.2	75		Universal Pictures		"82,221"			5-Jan-90	145 min	"Biography, Drama, War"			14000000	70001698
Casualties of War		R	7.1	N/A		Sony Pictures Home Entertainment		"35,182"			18-Aug-89	113 min	"Crime, Drama, War"			22500000	18671317
Do the Right Thing		R	7.9	91		Universal Pictures		"65,357"			21-Jul-89	120 min	"Comedy, Drama"			6500000	27545445
The Dream Team		PG-13	6.5	N/A		MCA Universal Home Video		"10,739"			7-Apr-89	113 min	"Comedy, Crime, Thriller"			15000000	28890240
Field of Dreams		PG	7.5	57		Universal Pictures		"91,412"			5-May-89	107 min	"Drama, Family, Fantasy"			64431625	0
Fletch Lives		PG	6.1	40		MCA Universal Home Video		"16,300"			17-Mar-89	95 min	"Comedy, Mystery, Crime"			8000000	35150960
Gleaming the Cube		PG-13	6.2	N/A		Vestron Video		"5,658"			13-Jan-89	100 min	"Action, Drama, Mystery"			10000000	2777280
K-9		PG-13	6	N/A		MCA Universal Home Video		"27,258"			28-Apr-89	101 min	"Action, Comedy, Crime"			17000000	43247647
Kill Me Again		R	6.3	N/A		MGM Home Entertainment		"3,562"			27-Oct-89	94 min	"Action, Crime, Drama"			4000000	283694
Last Exit to Brooklyn		R	6.9	N/A		Sony Pictures Home Entertainment		"4,808"			4-May-90	102 min	Drama			1730005	0
Look Who's Talking		PG-13	5.8	51		TriStar Pictures		"67,283"			13-Oct-89	93 min	Comedy			7500000	140088813
Loverboy		PG-13	5.9	N/A		Sony Pictures Home Entertainment		"5,929"			28-Apr-89	98 min	Comedy			3960327	0
My Left Foot		R	7.9	97		HBO Video		"53,887"			30-Mar-90	103 min	"Biography, Drama"			0	"GBP600,000"
Parenthood		PG-13	7	82		MCA Universal Home Video		"37,650"			2-Aug-89	124 min	"Comedy, Drama"			31000000	100047830
Road House		R	6.5	36		United Artists		"46,952"			19-May-89	114 min	"Action, Thriller"			17000000	30050028
Sea of Love		R	6.8	66		MCA Universal Home Video		"32,010"			15-Sep-89	113 min	"Crime, Drama, Mystery"			19000000	58571513
Sing		PG-13	6.8	N/A		TriStar Pictures		591			31-Mar-89	98 min	Drama			11500000	2260616
Triumph of the Spirit		R	6.9	N/A		Sony Pictures Home Entertainment		"1,819"			23-Dec-89	120 min	"Biography, Drama, History"			408839	0
Uncle Buck		PG	7	51		MCA Universal Home Video		"67,890"			16-Aug-89	100 min	Comedy			15000000	66758538
Weekend at Bernie's		PG-13	6.4	32		20th Century Fox		"40,788"			5-Jul-89	97 min	"Adventure, Comedy, Crime"			30218387	0
When Harry Met Sally...		R	7.6	76		Columbia Pictures		"160,880"			21-Jul-89	96 min	"Comedy, Drama, Romance"			16000000	92823600
The Wizard		PG	6	N/A		Universal Pictures		"11,205"			15-Dec-89	100 min	"Adventure, Comedy, Drama"			6000000	14278900
Back to the Future Part III		PG	7.4	55		MCA Universal Home Video		"314,569"			25-May-90	118 min	"Action, Adventure, Comedy"			40000000	87727583
Bird on a Wire		PG-13	5.9	N/A		MCA Universal Home Video		"33,235"			18-May-90	110 min	"Action, Comedy"			20000000	70980000
Cadillac Man		R	5.6	N/A		Orion Home Video		"11,348"			18-May-90	97 min	"Comedy, Crime"			27627310	0
Chicago Joe and the Showgirl		R	4.9	N/A		Live Home Video		579			27-Jul-90	103 min	"Crime, Drama, Romance"			85395	0
Child's Play 2		R	5.7	N/A		MCA Universal Home Video		"34,052"			9-Nov-90	84 min	"Horror, Thriller"			13000000	28501605
Corporate Affairs		R	5	N/A		Concorde/New Horizons Home Video		188			5-Oct-90	N/A	Comedy			1006575	0
Cry-Baby		PG-13	6.5	N/A		Universal Pictures		"46,711"			6-Apr-90	85 min	"Comedy, Musical"			11000000	8266343
Dances with Wolves		PG-13	8	72		Orion Pictures		"200,247"			21-Nov-90	181 min	"Adventure, Drama, Western"			22000000	184208848
Fools of Fortune		PG-13	5.7	N/A		Working Title Films		169			22-Jun-90	109 min	"Drama, Romance"			0	"GBP2,500,000"
Ghost Dad		PG	4.3	N/A		MCA Universal Home Video		"6,551"			29-Jun-90	83 min	"Comedy, Family, Fantasy"			24707633	0
The Guardian		R	5.3	N/A		Universal		"3,979"			27-Apr-90	92 min	"Drama, Horror, Mystery"			17037887	0
Henry & June		NC-17	6.3	N/A		MCA Universal Home Video		"10,729"			5-Oct-90	136 min	"Biography, Drama"			11567449	0
Hidden Agenda		R	7	N/A		HBO Video		"2,816"			1-Jan-91	108 min	"Drama, Thriller"			1030938	0
Jetsons: The Movie		G	5.5	N/A		MCA Universal Home Video		"3,868"			6-Jul-90	82 min	"Animation, Comedy, Family"			10900000	0
Kindergarten Cop		PG-13	6.1	61		MCA Universal Home Video		"114,814"			21-Dec-90	111 min	Comedy			26000000	91457688
The Krays		R	6.7	N/A		Miramax Films		"6,357"			9-Nov-90	115 min	"Biography, Crime, Drama"			2060847	0
The Long Walk Home		PG	7.3	N/A		Miramax		"2,762"			12-Apr-91	97 min	"Drama, History"			4803039	0
Look Who's Talking Too		PG-13	4.5	N/A		Sony Pictures Home Entertainment		"38,682"			14-Dec-90	81 min	"Comedy, Family, Romance"			47489074	0
Loose Cannons		R	4.8	N/A		TriStar Pictures		"3,740"			9-Feb-90	94 min	"Action, Comedy, Crime"			15000000	5585154
Metropolitan		PG-13	7.5	77		Rialto Pictures		"7,725"			3-Aug-90	98 min	"Comedy, Drama, Romance"			225000	2938208
Mo' Better Blues		R	6.6	N/A		MCA Universal Home Video		"8,921"			3-Aug-90	130 min	"Drama, Music, Romance"			10000000	16153600
Mountains of the Moon		R	7.3	N/A		Live Home Video		"2,910"			23-Feb-90	136 min	"Adventure, Drama, History"			4011793	0
Night of the Living Dead		R	6.9	N/A		21st Century Film Corporation		"32,871"			19-Oct-90	92 min	Horror			4200000	5835247
Opportunity Knocks		PG-13	6	N/A		MCA Universal Home Video		"2,381"			30-Mar-90	103 min	Comedy			11359129	0
Problem Child		PG	5.3	27		Universal Pictures		"23,810"			27-Jul-90	81 min	"Comedy, Family"			10000000	53470900
Total Recall		R	7.5	57		Rialto Pictures		"256,437"			1-Jun-90	113 min	"Action, Sci-Fi, Thriller"			65000000	119394840
Wild at Heart		R	7.2	52		Media Home Entertainment		"66,720"			17-Aug-90	125 min	"Comedy, Crime, Drama"			9500000	14560247
An American Tail: Fievel Goes West		G	6.5	N/A		Universal Pictures		"18,806"			22-Nov-91	75 min	"Animation, Adventure, Family"			22166041	0
Barton Fink		R	7.7	69		20th Century Fox		"95,513"			21-Aug-91	116 min	"Comedy, Drama, Thriller"			9000000	6153939
Bloodfist III: Forced to Fight		R	5.1	N/A		Concorde/New Horizons Home Video		381			3-Jan-92	88 min	Action			35154	0
Bugsy		R	6.8	N/A		Sony Pictures Home Entertainment		"22,073"			20-Dec-91	136 min	"Biography, Crime, Drama"			30000000	49114016
Career Opportunities		PG-13	5.9	N/A		MCA Universal Home Video		"7,494"			29-Mar-91	83 min	"Comedy, Romance"			11336986	0
City Slickers		PG-13	6.7	N/A		Columbia Pictures		"41,170"			7-Jun-91	113 min	Comedy			27000000	124033791
Cool as Ice		PG	2.8	N/A		Universal Pictures		"7,850"			18-Oct-91	91 min	"Comedy, Music, Romance"			6000000	1193062
Raise the Red Lantern		PG	8.2	N/A		China Film Co-Production Corporation		"22,609"			18-Dec-91	125 min	"Drama, History, Romance"			2603061	0
The Doors		R	7.2	62		Sony Pictures Home Entertainment		"72,229"			1-Mar-91	140 min	"Biography, Drama, Music"			38000000	35183792
Double Impact		R	5.5	N/A		Sony Pictures Home Entertainment		"31,453"			9-Aug-91	110 min	"Action, Crime"			15000000	30102717
Enchanted April		PG	7.4	N/A		Miramax		"5,307"			25-Dec-92	95 min	Drama			13200170	0
The Hard Way		R	6.3	N/A		MCA Universal Home Video		"15,438"			8-Mar-91	111 min	"Action, Comedy, Crime"			25895485	0
Hear My Song		R	7.2	N/A		Miramax Films		"1,314"			1-Feb-92	104 min	"Comedy, Drama, Music"			4313173	0
JFK		R	8	72		Warner Bros.		"121,103"			20-Dec-91	189 min	"Drama, History, Thriller"			40000000	70405498
Jungle Fever		R	6.5	N/A		Lions Gate Films		"14,247"			7-Jun-91	132 min	"Drama, Romance"			14000000	32482682
King Ralph		PG	5.2	N/A		MCA Universal Home Video		"13,248"			15-Feb-91	97 min	"Comedy, Romance"			34002045	0
London Kills Me		R	6.3	N/A		Working Title Films		490			13-Dec-91	107 min	"Comedy, Drama"			170667	0
Point Break		R	7.2	58		Twentieth Century Fox Home Entertainment		"123,464"			12-Jul-91	122 min	"Action, Crime, Drama"			24000000	43218387
Problem Child 2		PG-13	4.6	N/A		MCA Universal Home Video		"17,763"			3-Jul-91	90 min	"Comedy, Family"			15000000	25104700
Pure Luck		PG	5.7	N/A		MCA Universal Home Video		"5,596"			9-Aug-91	96 min	"Comedy, Crime, Mystery"			17010000	22641969
Queens Logic		R	5.9	N/A		Live Home Video		"1,340"			1-Feb-91	100 min	"Comedy, Drama"			612781	0
Rambling Rose		R	6.7	N/A		Live Home Video		"4,090"			20-Sep-91	112 min	Drama			7500000	6266621
The Silence of the Lambs		R	8.6	84		Orion Pictures Corporation		"981,856"			14-Feb-91	118 min	"Crime, Drama, Thriller"			19000000	130742922
Terminator 2: Judgment Day		R	8.5	75		TriStar Pictures		"809,824"			3-Jul-91	137 min	"Action, Sci-Fi, Thriller"			102000000	204843350
Turtle Beach		R	4.7	N/A		N/A		199			1-May-92	90 min	"Drama, Thriller"			778535	0
White Palace		R	6.5	N/A		MCA Universal Home Video		"6,173"			26-Oct-90	103 min	"Drama, Romance"			17487531	0
Whore		NC-17	5.5	N/A		Trimark Pictures		"2,904"			18-Oct-91	85 min	Drama			1008404	0
The Babe		PG	5.8	N/A		MCA Universal Home Video		"7,987"			17-Apr-92	115 min	"Biography, Drama, Sport"			17530973	0
Basic Instinct		R	6.9	41		Artisan Entertainment		"142,865"			20-Mar-92	127 min	"Drama, Mystery, Thriller"			49000000	117727000
Bob Roberts		R	7	N/A		Paramount		"12,055"			4-Sep-92	102 min	"Comedy, Drama"			4479470	0
Boomerang		R	5.4	45		Paramount Pictures		"21,574"			1-Jul-92	117 min	"Comedy, Drama, Romance"			40000000	70100000
Child's Play 3		R	5	N/A		MCA Universal Home Video		"27,065"			30-Aug-91	90 min	"Action, Horror, Thriller"			13000000	14960255
Death Becomes Her		PG-13	6.5	N/A		N/A		"84,790"			31-Jul-92	104 min	"Comedy, Fantasy, Horror"			55000000	58422650
Dr. Giggles		R	5.1	N/A		MCA Universal Home Video		"4,684"			23-Oct-92	95 min	"Comedy, Drama, Horror"			8403433	0
Excessive Force		R	5.2	N/A		Sony Pictures Home Entertainment		969			14-May-93	87 min	Action			3000000	1152117
Far and Away		PG-13	6.5	49		Universal Pictures		"50,581"			22-May-92	140 min	"Adventure, Drama, Romance"			60000000	58883840
HouseSitter		PG	6	N/A		MCA Universal Home Video		"18,275"			12-Jun-92	102 min	"Comedy, Romance"			58500635	0
Laws of Gravity		R	7	N/A		Triboro		768			20-Aug-93	100 min	"Crime, Drama"			38000	117480
Leaving Normal		R	6.7	N/A		MCA Universal Home Video		"1,207"			29-Apr-92	110 min	"Comedy, Drama"			1514114	0
Lorenzo's Oil		PG-13	7.2	N/A		MCA Universal Home Video		"17,390"			29-Jan-93	129 min	Drama			30000000	7286388
Malcolm X		PG-13	7.7	72		Warner Bros.		"68,670"			18-Nov-92	202 min	"Biography, Drama, History"			33000000	48169908
Map of the Human Heart		R	7.2	N/A		HBO Video		"2,765"			14-May-93	109 min	"Adventure, Drama, Romance"			2806881	0
Mr. Baseball		PG-13	5.9	N/A		MCA Universal Home Video		"8,587"			2-Oct-92	108 min	"Comedy, Romance, Sport"			40000000	20883046
Out on a Limb		PG	5.2	N/A		MCA Universal Home Video		"1,368"			4-Sep-92	93 min	Comedy			1659542	0
Passion Fish		R	7.5	N/A		Sony Pictures Home Entertainment		"4,424"			11-Dec-92	135 min	Drama			3330000	5414619
The People Under the Stairs		R	6.3	N/A		Universal Pictures		"25,575"			1-Nov-91	102 min	"Comedy, Horror, Mystery"			6000000	24204154
The Public Eye		R	6.5	N/A		MCA Universal Home Video		"2,757"			16-Oct-92	99 min	"Crime, Drama, Romance"			3067917	0
Raising Cain		R	6	N/A		MCA Universal Home Video		"10,935"			7-Aug-92	91 min	"Crime, Drama, Horror"			12000000	21370057
Red Rock West		R	7	N/A		Sony Pictures Home Entertainment		"16,759"			14-May-93	98 min	"Crime, Drama, Thriller"			8000000	2502551
Reservoir Dogs		R	8.3	78		Miramax Films		"731,943"			2-Sep-92	99 min	"Crime, Drama, Thriller"			1200000	2832029
Scent of a Woman		R	8	59		Universal Pictures		"208,422"			8-Jan-93	156 min	Drama			31000000	63895607
Stop! Or My Mom Will Shoot		PG-13	4.1	N/A		MCA Universal Home Video		"33,436"			21-Feb-92	87 min	"Action, Comedy, Family"			45000000	28411210
Strictly Ballroom		PG	7.2	72		N/A		"21,536"			12-Feb-93	94 min	"Comedy, Drama, Romance"			3000000	11738022
That Night		PG-13	6.7	N/A		Warner Home Video		"1,785"			6-Aug-93	89 min	"Drama, Romance"			20194	0
Trespass		R	6.2	N/A		MCA Universal Home Video		"8,385"			25-Dec-92	101 min	"Action, Thriller"			14000000	13747138
Under Siege		R	6.5	N/A		Warner Home Video		"64,941"			9-Oct-92	103 min	"Action, Thriller"			35000000	83363139
Universal Soldier		R	6	35		TriStar Pictures		"72,381"			10-Jul-92	102 min	"Action, Sci-Fi"			23000000	36299898
Amongst Friends		R	5.5	N/A		Sony Pictures Home Entertainment		468			23-Jul-93	86 min	"Crime, Drama"			263601	0
The Ballad of Little Jo		R	6.8	N/A		Sony Pictures Home Entertainment		"1,205"			20-Aug-93	121 min	"Drama, Romance, Western"			543091	0
Beethoven's 2nd		PG	4.8	N/A		MCA Universal Home Video		"20,868"			17-Dec-93	89 min	"Comedy, Family, Romance"			15000000	53354166
Boiling Point		R	4.9	N/A		Warner Home Video		"4,811"			16-Apr-93	92 min	"Action, Crime, Drama"			9000000	10058318
A Bronx Tale		R	7.8	80		HBO Video		"105,437"			1-Oct-93	121 min	"Crime, Drama"			22000000	17266971
CB4		R	6.2	49		MCA Universal Home Video		"7,665"			12-Mar-93	89 min	"Comedy, Music"			17953778	0
Dazed and Confused		R	7.7	78		Gramercy Pictures		"133,372"			10-Feb-94	102 min	Comedy			6900000	7993039
Ethan Frome		PG	6.3	N/A		Miramax		"1,796"			12-Mar-93	99 min	"Drama, Romance"			296081	0
Falling Down		R	7.6	56		Warner Bros. Pictures		"143,017"			26-Feb-93	113 min	"Crime, Drama, Thriller"			25000000	40903593
Free Willy		PG	5.9	79		Warner Bros. Pictures		"55,526"			16-Jul-93	112 min	"Adventure, Drama, Family"			20000000	77698625
Hard Target		R	6.1	N/A		MCA Universal Home Video		"37,322"			20-Aug-93	97 min	"Action, Thriller"			18000000	32589677
Heart and Souls		PG-13	6.9	N/A		MCA Universal Home Video		"13,755"			13-Aug-93	104 min	"Comedy, Drama, Fantasy"			16581714	0
House of Cards		PG-13	6.2	N/A		N/A		"2,294"			25-Jun-93	109 min	Drama			322871	0
In the Name of the Father		R	8.1	84		Universal Pictures		"121,965"			25-Feb-94	133 min	"Biography, Drama"			13000000	25010410
Judgment Night		R	6.6	N/A		Universal Pictures		"12,928"			15-Oct-93	110 min	"Action, Crime, Drama"			21000000	12136938
Mad Dog and Glory		R	6.2	71		MCA Universal Home Video		"18,026"			5-Mar-93	97 min	"Comedy, Crime, Drama"			11081586	0
Man's Best Friend		R	5.1	N/A		N/A		"3,228"			19-Nov-93	87 min	"Comedy, Horror, Sci-Fi"			6000000	12974636
Manhattan Murder Mystery		PG	7.4	N/A		TriStar Pictures		"30,680"			18-Aug-93	104 min	"Comedy, Mystery"			13500000	11285588
Schindler's List		R	8.9	93		Universal Pictures		"952,369"			4-Feb-94	195 min	"Biography, Drama, History"			22000000	96067179
Splitting Heirs		PG-13	5.5	N/A		MCA Universal Home Video		"3,509"			30-Apr-93	87 min	Comedy			3246063	0
Striking Distance		R	5.8	N/A		Sony Pictures Home Entertainment		"35,389"			17-Sep-93	102 min	"Action, Crime, Mystery"			30000000	23798623
Surf Ninjas		PG	5	N/A		Sony Pictures Home Entertainment		"6,644"			20-Aug-93	87 min	"Action, Adventure, Comedy"			4916135	0
We're Back! A Dinosaur's Story		G	6.1	N/A		MCA Universal Home Video		"11,319"			24-Nov-93	72 min	"Animation, Adventure, Comedy"			9315576	0
8 Seconds		PG-13	6.5	N/A		Sony Pictures Home Entertainment		"4,020"			25-Feb-94	105 min	"Biography, Drama, Sport"			7000000	19604000
Above the Rim		R	6.6	N/A		New Line Home Entertainment		"11,463"			23-Mar-94	96 min	"Crime, Drama, Sport"			3500000	16036534
Canadian Bacon		PG	5.9	N/A		MGM Home Entertainment		"14,264"			22-Sep-95	91 min	Comedy			11000000	178104
Death and the Maiden		R	7.3	72		Fine Line Features		"18,675"			27-Jan-95	103 min	"Drama, Mystery, Thriller"			12000000	2104000
Drop Squad		R	4.5	N/A		MCA Universal Home Video		457			28-Oct-94	86 min	Drama			2000000	734693
Ashes of Time		R	7.2	69		Sony Pictures Classics		"10,893"			17-Sep-94	100 min	"Action, Drama"			40000000	173526
Exit to Eden		R	4.1	N/A		HBO Video		"5,771"			14-Oct-94	113 min	"Comedy, Crime, Romance"			25000000	6841570
The Flintstones		PG	4.8	38		MCA Universal Home Video		"64,159"			27-May-94	91 min	"Comedy, Family, Fantasy"			46000000	130512915
Foreign Student		R	5.8	N/A		Universal Pictures		272			29-Jul-94	90 min	Drama			113727	0
The Getaway		R	5.7	N/A		Universal		"14,861"			11-Feb-94	115 min	"Action, Adventure, Crime"			16096000	0
A Good Man in Africa		R	5	N/A		MCA Universal Home Video		"2,022"			9-Sep-94	94 min	Comedy			20000000	2308390
Guarding Tess		PG-13	6.2	46		Sony Pictures Home Entertainment		"13,489"			11-Mar-94	96 min	"Comedy, Drama"			20000000	27053498
Holy Matrimony		PG-13	5.1	N/A		Buena Vista		"1,098"			8-Apr-94	93 min	"Comedy, Crime"			713234	0
Hoop Dreams		PG-13	8.3	98		Fine Line Features		"20,561"			14-Oct-94	170 min	"Documentary, Drama, Sport"			700000	7830611
The Hudsucker Proxy		PG	7.3	53		Warner Home Video		"68,480"			11-Mar-94	111 min	"Comedy, Drama, Fantasy"			30000000	2869369
It Could Happen to You		PG	6.3	64		Sony Pictures Home Entertainment		"29,347"			29-Jul-94	101 min	"Comedy, Drama, Romance"			37800323	"<optionvalue=""JackGross"">JackGross</option>"
Jason's Lyric		R	6.7	N/A		PolyGram Video		"2,822"			28-Sep-94	119 min	"Crime, Drama, Romance"			7000000	20851521
Junior		PG-13	4.6	N/A		MCA Universal Home Video		"56,749"			23-Nov-94	109 min	"Comedy, Romance, Sci-Fi"			60000000	36763355
The Lion King		G	8.5	83		Buena Vista		"718,724"			24-Jun-94	88 min	"Animation, Adventure, Drama"			45000000	312900000
The Little Rascals		PG	6.3	N/A		MCA Universal Home Video		"36,465"			5-Aug-94	82 min	"Comedy, Family, Romance"			51764950	0
Major Payne		PG-13	6.2	N/A		MCA Universal Home Video		"24,195"			24-Mar-95	95 min	"Adventure, Comedy, Family"			29412050	0
The Mask		PG-13	6.9	56		New Line Cinema		"284,042"			29-Jul-94	101 min	"Comedy, Fantasy"			18000000	119938730
Mixed Nuts		PG-13	5.4	14		Sony Pictures Home Entertainment		"8,549"			21-Dec-94	97 min	"Comedy, Drama"			15000000	6798240
Muriel's Wedding		R	7.2	63		Miramax		"29,513"			31-Mar-95	106 min	"Comedy, Drama, Romance"			3000000	15185594
Natural Born Killers		R	7.3	74		Warner Bros. Pictures		"184,258"			26-Aug-94	118 min	"Crime, Drama"			34000000	50282766
The Next Karate Kid		PG	4.3	N/A		Sony Pictures Home Entertainment		"19,923"			9-Sep-94	107 min	"Action, Drama, Family"			12000000	8914777
No Escape		R	6.1	N/A		HBO Video		"16,535"			29-Apr-94	118 min	"Action, Drama, Sci-Fi"			20000000	15340000
Once Were Warriors		R	7.9	N/A		New Zealand Film Commission		"26,985"			3-Mar-95	102 min	"Crime, Drama"			2201126	0
The Paper		R	6.6	N/A		MCA Universal Home Video		"11,039"			25-Mar-94	112 min	"Comedy, Drama"			6000000	38824341
Postcards from America		N/A	5.8	N/A		N/A		178			21-Jul-95	92 min	Drama			83587	0
Radioland Murders		PG	6.2	N/A		Universal Studios Home Video		"2,916"			21-Oct-94	108 min	"Comedy, Crime, Drama"			15000000	1299060
Reality Bites		PG-13	6.6	N/A		MCA Universal Home Video		"38,393"			18-Feb-94	99 min	"Comedy, Drama, Romance"			11500000	20982557
